"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"78ANCF2Y","webpage","2022","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/a-mountain-range-with-clouds-and-a-rainbow-in-the-sky-2W7GMDQGuzI","Ray. – Download this photo by Marek Piwnicki on Unsplash","2022-06-15","2023-12-22 13:06:15","2024-01-12 09:11:04","2023-12-22 13:06:15","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G6B8JHNF","webpage","2017","Unsplash","Photo by Adrihani Rashid on Unsplash","","","","","https://unsplash.com/photos/brown-cliff-near-body-of-water-under-eblue-sky-fTkNnftidCU","Sørvágsvatn – Download this photo by Adrihani Rashid on Unsplash","2017-03-07","2023-12-13 14:54:17","2024-01-12 09:11:04","2023-12-13 14:54:17","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\WWWD2C7A\brown-cliff-near-body-of-water-under-eblue-sky-fTkNnftidCU.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76N6HRIA","webpage","2018","Unsplash","Photo by Felix Bacher on Unsplash","","","","","https://unsplash.com/photos/mountains-during-blue-hour-FkSHP7t8mCg","instagram.com/bacherfelix Early in the morning during a ski tour. Nature can be so peaceful. Too bad that I only had a smartphone with me… – Download this photo by Felix Bacher on Unsplash","2018-11-01","2023-12-13 13:42:47","2024-01-12 09:11:04","2023-12-13 13:42:47","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V33ANCI8","webpage","2018","Unsplash","Photo de Lucas Davies sur Unsplash","","","","","https://unsplash.com/fr/photos/homme-alpinisme-pendant-la-journee-eoaim05D5bM","Up – Télécharger cette photo de Lucas Davies sur Unsplash","2018-03-19","2023-12-10 20:34:12","2024-01-12 09:11:04","2023-12-10 20:34:12","","","","","","","","","","","","","","fr-FR","","","","","","","","","C:\Users\rapha\Zotero\storage\QRND5LGJ\homme-alpinisme-pendant-la-journee-eoaim05D5bM.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6F5ZZNT","webpage","2020","Unsplash","Photo by EJ Wolfson on Unsplash","","","","","https://unsplash.com/photos/white-and-brown-concrete-buildings-on-mountain-fPyaAWLmAh4","Perched village between Thimpu and Paro. – Download this photo by EJ Wolfson on Unsplash","2020-06-02","2023-12-08 17:30:19","2024-01-12 09:11:04","2023-12-08 17:30:19","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\G7LMYNRA\white-and-brown-concrete-buildings-on-mountain-fPyaAWLmAh4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZ4CA4J2","webpage","2018","Unsplash","Photo by Michael Olsen on Unsplash","","","","","https://unsplash.com/photos/trees-near-hill-under-clear-blue-sky-at-daytime-nhIxIGuU_84","This is a place special to my heart. The sun was setting and I had minutes to capture this with the light on the mountain. – Download this photo by Michael Olsen on Unsplash","2018-12-10","2023-12-08 16:03:12","2024-01-12 09:11:04","2023-12-08 16:03:12","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"754RHW5W","webpage","2021","Unsplash","Photo by Matteo Vella on Unsplash","","","","","https://unsplash.com/photos/R0IocwcZQk8","Three peaks of Focobon – Download this photo by Matteo Vella on Unsplash","2021-04-25","2023-12-08 10:10:24","2024-01-12 09:11:04","2023-12-08 10:10:24","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\J8X97K5L\R0IocwcZQk8.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BFQEZWZ","webpage","2018","Unsplash","Photo by Tristan Pineda on Unsplash","","","","","https://unsplash.com/photos/aerial-photo-of-forest-i22oV5D6JNk","Download this photo by Tristan Pineda on Unsplash","2018-11-22","2023-12-04 15:14:57","2024-01-12 09:11:04","2023-12-04 15:14:57","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ARP2KZP","webpage","2018","Unsplash","Photo by Willian Justen de Vasconcellos on Unsplash","","","","","https://unsplash.com/photos/aerial-photography-of-town-in-the-middle-of-the-desert-HfLYdUePGyc","Have you ever been to an oasis? – Download this photo by Willian Justen de Vasconcellos on Unsplash","2018-05-31","2023-12-01 14:49:07","2024-01-12 09:11:04","2023-12-01 14:49:07","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JN4HDDIT","webpage","2020","Unsplash","Photo by Daniel Seßler on Unsplash","","","","","https://unsplash.com/photos/brown-and-white-house-on-white-snow-covered-field-during-daytime-IMXhx6qhvf0","Download this photo by Daniel Seßler on Unsplash","2020-10-31","2023-11-28 15:03:02","2024-01-12 09:11:04","2023-11-28 15:03:02","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9A4RSNG","webpage","2023","Unsplash","Photo by Oskar Kadaksoo on Unsplash","","","","","https://unsplash.com/photos/a-snow-covered-mountain-with-trees-in-the-foreground-eINeHz9PTn0","Download this photo by Oskar Kadaksoo on Unsplash","2023-05-08","2023-11-24 15:25:32","2024-01-12 09:11:04","2023-11-24 15:25:32","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\9TKBHLJQ\a-snow-covered-mountain-with-trees-in-the-foreground-eINeHz9PTn0.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X3KZTR4M","webpage","2022","Unsplash","Photo by Nick Night on Unsplash","","","","","https://unsplash.com/photos/a-large-rock-cliff-alt1zhl1eQg","Download this photo by Nick Night on Unsplash","2022-10-26","2023-11-22 14:41:49","2024-01-12 09:11:04","2023-11-22 14:41:49","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LX7XX6DU","webpage","2022","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/a-mountain-with-clouds-v5YWlOL906I","In the clouds. – Download this photo by Marek Piwnicki on Unsplash","2022-10-21","2023-11-21 14:22:30","2024-01-12 09:11:04","2023-11-21 14:22:30","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SJZRQN3P","webpage","2023","Unsplash","Photo by Harri P on Unsplash","","","","","https://unsplash.com/photos/a-person-standing-in-the-middle-of-a-snow-covered-field-xbcAY5MYKRw","Lemmenjoki – Download this photo by Harri P on Unsplash","2023-03-07","2023-11-21 14:15:32","2024-01-12 09:11:04","2023-11-21 14:15:32","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XHR6KK58","webpage","2019","Unsplash","Photo by Andy Holmes on Unsplash","","","","","https://unsplash.com/photos/trees-beside-lake-4GmWWc3kc2o","This is Lake Louise, and it's iconic emerald blue waters. In the middle left of the image you can see the Big Beehive which is an intense, but incredibly rewarding hike! – Download this photo by Andy Holmes on Unsplash","2019-10-02","2023-11-21 09:06:59","2024-01-12 09:11:04","2023-11-21 09:06:59","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVHMKNE2","webpage","2017","Unsplash","Photo by Sophie Laurent on Unsplash","","","","","https://unsplash.com/photos/mq6wSXB8o4U","Foggy sunset on Bavella pass – Download this photo by Sophie Laurent on Unsplash","2017-09-10","2023-11-19 17:11:10","2024-01-12 09:11:04","2023-11-19 17:11:10","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5N9AVLKF","webpage","2023","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/a-person-flying-a-kite-on-top-of-a-mountain-IEi7lWx7XiA","""Moment"" – Download this photo by Marek Piwnicki on Unsplash","2023-08-30","2023-11-17 09:50:45","2024-01-12 09:11:04","2023-11-17 09:50:45","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RC593Y2V","webpage","2017","Unsplash","Photo by Sergey Pesterev on Unsplash","","","","","https://unsplash.com/photos/body-of-water-surrounded-by-pine-trees-at-the-foot-of-snow-covered-mountain-during-daytime--YOvMSD7LbQ","Canada, national park Jasper. – Download this photo by Sergey Pesterev on Unsplash","2017-11-17","2023-11-16 17:26:23","2024-01-12 09:11:04","2023-11-16 17:26:23","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AGEZ5PZ","webpage","2020","Unsplash","Photo by Daniel Seßler on Unsplash","","","","","https://unsplash.com/photos/snow-covered-mountain-under-blue-sky-during-daytime-YP29ocABzIQ","Download this photo by Daniel Seßler on Unsplash","2020-11-29","2023-11-16 14:59:20","2024-01-12 09:11:04","2023-11-16 14:59:20","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSACKRXZ","webpage","2020","Unsplash","Photo by Ivan Torres on Unsplash","","","","","https://unsplash.com/photos/ocean-waves-crashing-on-shore-during-daytime-PAUfr9aYmYM","Download this photo by Ivan Torres on Unsplash","2020-08-20","2023-11-14 10:02:32","2024-01-12 09:11:04","2023-11-14 10:02:32","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\KM5PYM32\ocean-waves-crashing-on-shore-during-daytime-PAUfr9aYmYM.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9P8UJPB","webpage","2019","Unsplash","Photo by James Eades on Unsplash","","","","","https://unsplash.com/photos/snow-covered-mountain-ZsDYzi7ynZI","The mountains in the Antarctic aren’t the biggest, but somehow they feel the most imposing. As I spent most of my time at sea level, the peaks seemed to loom miles above your head, spending most of the time hidden behind the mist and fog. When they did come out to play though, the pure untouched ruggedness of Antarctica was there for all to see. – Download this photo by James Eades on Unsplash","2019-02-21","2023-11-13 11:11:10","2024-01-12 09:11:04","2023-11-13 11:11:10","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMYS8UVV","webpage","2019","Unsplash","Photo by Hayden Scott on Unsplash","","","","","https://unsplash.com/photos/ocean-photography-pWXY-5u2zFU","Download this photo by Hayden Scott on Unsplash","2019-07-06","2023-11-10 18:33:32","2024-01-12 09:11:04","2023-11-10 18:33:32","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\GE4KS5B9\ocean-photography-pWXY-5u2zFU.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ3J23MX","webpage","2017","Unsplash","Photo by Riccardo Chiarini on Unsplash","","","","","https://unsplash.com/photos/mirror-photography-of-mountain-and-trees-near-body-of-water-2VDa8bnLM8c","It was a cloudy day and I was on my couch, bored because I was doing nothing, so at 4pm I decided to go to Lake Carezza. The weather was not good, but according to the forecast it would be better for the sunset. It was worth it.  Legend has it that a magician smashed the rainbow he had created to seduce a mermaid into the lake, sending beautiful colors tumbling into the water. In truth, many of the beautiful colors are reflected from the surrounding evergreen forests, colors of the mountain rock faces, and the sky above. – Download this photo by Riccardo Chiarini on Unsplash","2017-09-06","2023-11-10 18:26:33","2024-01-12 09:11:04","2023-11-10 18:26:33","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\FLEE5TUF\mirror-photography-of-mountain-and-trees-near-body-of-water-2VDa8bnLM8c.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GB2RM49G","webpage","2023","Unsplash","Photo by NEOM on Unsplash","","","","","https://unsplash.com/photos/a-man-climbing-up-the-side-of-a-mountain-85ey1vFIwkc","Amongst expansive red sands and spectacular sandstone rock formations, Hisma Desert – NEOM, Saudi Arabia | The NEOM Nature Reserve region is being designed to deliver protection and restoration of biodiversity across 95% of NEOM – Download this photo by NEOM on Unsplash","2023-04-28","2023-11-10 13:50:59","2024-01-12 09:11:04","2023-11-10 13:50:59","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\BSGJZ8MF\a-man-climbing-up-the-side-of-a-mountain-85ey1vFIwkc.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RC59HIXW","webpage","2021","Unsplash","Photo by eberhard 🖐 grossgasteiger on Unsplash","","","","","https://unsplash.com/photos/a-snow-covered-mountain-with-a-sky-background-zaBHHH94pA4","Peak Latemar! – Download this photo by eberhard 🖐 grossgasteiger on Unsplash","2021-12-16","2023-11-10 09:13:30","2024-01-12 09:11:04","2023-11-10 09:13:30","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILLDWJ3G","webpage","2023","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/a-snow-covered-mountain-with-clouds-in-the-background-2um8kcfmOLc","""Matterhorn in Pink"" – Download this photo by Marek Piwnicki on Unsplash","2023-10-15","2023-11-09 13:22:51","2024-01-12 09:11:04","2023-11-09 13:22:51","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3MG8M8S","webpage","2018","Unsplash","Photo by James Wheeler on Unsplash","","","","","https://unsplash.com/photos/mountain-reflection-on-body-of-water-ZOA-cqKuJAA","There is something about a huge mountain reflection in a lake that just puts you at ease. Here is another picture from my trip to the Canadian Rockies. Lake Minnewanka at Sunrise. – Download this photo by James Wheeler on Unsplash","2018-11-27","2023-11-07 15:16:37","2024-01-12 09:11:04","2023-11-07 15:16:37","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JRKL2C6","webpage","2022","Unsplash","Photo by Francesco Ungaro on Unsplash","","","","","https://unsplash.com/photos/a-rocky-mountain-with-trees-GRYwNIkvJls","Download this photo by Francesco Ungaro on Unsplash","2022-06-24","2023-10-31 09:42:28","2024-01-12 09:11:04","2023-10-31 09:42:28","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKNFQRVH","webpage","2021","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/snow-covered-mountain-during-daytime-QUv_8Th2jZA","Caucasus – Download this photo by Marek Piwnicki on Unsplash","2021-04-02","2023-10-27 13:44:03","2024-01-12 09:11:04","2023-10-27 13:44:03","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5D9A59LC","webpage","2020","Unsplash","Photo by Kilian Karger on Unsplash","","","","","https://unsplash.com/photos/2-person-sitting-on-snow-covered-mountain-during-daytime-DxEVzwJGzCI","A couple on top of the Zugspitze – Download this photo by Kilian Karger on Unsplash","2020-06-17","2023-10-26 13:07:08","2024-01-12 09:11:04","2023-10-26 13:07:08","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KJDS45B","webpage","2019","Unsplash","Photo by Daniel Ferrandiz Mont on Unsplash","","","","","https://unsplash.com/photos/kirkjufellfoss-in-iceland-covered-with-snow-during-daytime-8KunDFgS9Ik","Download this photo by Daniel Ferrandiz Mont on Unsplash","2019-01-22","2023-10-26 08:56:46","2024-01-12 09:11:04","2023-10-26 08:56:46","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7PZUK3X","webpage","2018","Unsplash","Photo by Philipp Pilz on Unsplash","","","","","https://unsplash.com/photos/aerial-photography-of-mountain-range-ByIuHYRmokg","Golden autumn light at the top of the Seceda – Download this photo by Philipp Pilz on Unsplash","2018-09-18","2023-10-23 15:02:39","2024-01-12 09:11:04","2023-10-23 15:02:39","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\3CU9DKQK\aerial-photography-of-mountain-range-ByIuHYRmokg.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XD7B9KXJ","webpage","2016","Unsplash","Photo by Štefan Štefančík on Unsplash","","","","","https://unsplash.com/photos/landscape-photography-of-mountain-ranges-under-purple-and-pink-skies--g7axSVst6Y","Download this photo by Štefan Štefančík on Unsplash","2016-06-25","2023-10-23 09:37:03","2024-01-12 09:11:04","2023-10-23 09:37:03","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E7YAMESE","webpage","2023","Unsplash","Photo by NEOM on Unsplash","","","","","https://unsplash.com/photos/a-man-climbing-up-the-side-of-a-canyon-6NV2_KTTJDs","Rock climbing in the Hisma Desert – NEOM, Saudi Arabia – Download this photo by NEOM on Unsplash","2023-04-28","2023-10-16 20:59:06","2024-01-12 09:11:04","2023-10-16 20:59:06","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\N75AQGJJ\a-man-climbing-up-the-side-of-a-canyon-6NV2_KTTJDs.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCPATK37","webpage","2020","Unsplash","Photo by kilarov zaneit on Unsplash","","","","","https://unsplash.com/photos/rpoDj1l_XvA","Mount Bromo – Download this photo by kilarov zaneit on Unsplash","2020-05-16","2023-10-16 09:13:47","2024-01-12 09:11:04","2023-10-16 09:13:47","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KFKL3GU","webpage","2019","Unsplash","Photo by Faruk Kaymak on Unsplash","","","","","https://unsplash.com/photos/P_Ne56WEe5s","Download this photo by Faruk Kaymak on Unsplash","2019-03-31","2023-09-21 08:31:55","2024-01-12 09:11:04","2023-09-21 08:31:55","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILAP2WTT","webpage","2017","Unsplash","Photo by Cristina Gottardi on Unsplash","","","","","https://unsplash.com/photos/mountains-at-golden-hour-wndpWTiDuT0","Green mountains and clouds – Download this photo by Cristina Gottardi on Unsplash","2017-05-16","2025-01-27 14:22:17","2025-01-27 14:22:17","2025-01-27 14:22:17","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SARENGF7","webpage","2016","Unsplash","Photo by sayid he on Unsplash","","","","","https://unsplash.com/photos/landscape-photography-of-lake-and-mountains-rsvaefdQ7G4","Mountain lake in the autumn – Download this photo by sayid he on Unsplash","2016-04-28","2025-01-27 13:46:06","2025-01-27 13:46:06","2025-01-27 13:46:06","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q33KBSCP","webpage","2017","Unsplash","Photo by Aleks Dahlberg on Unsplash","","","","","https://unsplash.com/photos/landscape-photography-of-grey-mountain-Vvje-a4hI1k","We were defeated by this unforgiving and terrifying peak. We will be back for revenge. – Download this photo by Aleks Dahlberg on Unsplash","2017-09-02","2025-01-21 13:13:31","2025-01-21 13:13:31","2025-01-21 13:13:31","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5TA4R9WN","webpage","","","Sunlight through alp mountain photo – Free Mountain Image on Unsplash","","","","","https://unsplash.com/photos/sunlight-through-alp-mountain-4yta6mU66dE?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2025-01-20 12:11:51","2025-01-20 12:11:51","2025-01-20 12:11:51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RT6C76XQ","webpage","","","Green forest with clouds during golden hour photo – Free Landscape Image on Unsplash","","","","","https://unsplash.com/photos/green-forest-with-clouds-during-golden-hour-3Ku0e3k9qXU?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2025-01-20 09:25:41","2025-01-20 09:25:41","2025-01-20 09:25:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCRMS7QI","webpage","","","Gray asphalt road in between rock mountains photo – Free Romania Image on Unsplash","","","","","https://unsplash.com/photos/gray-asphalt-road-in-between-rock-mountains-pI5-_uTxdAI?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2025-01-14 14:17:44","2025-01-14 14:17:44","2025-01-14 14:17:44","","","","","","","","","","","","","","","","","","","","","","","C:\Users\rapha\Zotero\storage\PE95RRAC\gray-asphalt-road-in-between-rock-mountains-pI5-_uTxdAI.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9EP23SNL","webpage","2018","Unsplash","Photo by Drew Farwell on Unsplash","","","","","https://unsplash.com/photos/person-riding-a-wave-using-a-surfboard-haCxHJ0gdzE","www.outdoorjunkiez.com – Download this photo by Drew Farwell on Unsplash","2018-02-13","2024-12-17 14:59:08","2024-12-17 14:59:08","2024-12-17 14:59:08","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8W2RGRVQ","webpage","","","Rocky mountain photo – Free Nature Image on Unsplash","","","","","https://unsplash.com/photos/rocky-mountain-i_0do3VRdxs?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2024-12-11 12:45:10","2024-12-11 12:45:10","2024-12-11 12:45:10","","","","","","","","","","","","","","","","","","","","","","","C:\Users\rapha\Zotero\storage\7JENH29J\rocky-mountain-i_0do3VRdxs.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJXNVIUY","webpage","","","Snow-covered mountains under clear sky during daytime photo – Free Nature Image on Unsplash","","","","","https://unsplash.com/photos/snow-covered-mountains-under-clear-sky-during-daytime-IuSemNxGS88?utm_source=Start&utm_medium=referral&utm_campaign=api-credit","","","2024-11-29 09:56:21","2024-11-29 09:56:21","2024-11-29 09:56:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4H48Y33Y","webpage","2019","Unsplash","Photo by John Fowler on Unsplash","","","","","https://unsplash.com/photos/brown-mountain-5bv-_tIwHFk","Sunrise at the ghost town of Old Paria, in southern Utah – Download this photo by John Fowler on Unsplash","2019-05-15","2024-11-28 14:22:30","2024-11-28 14:22:30","2024-11-28 14:22:30","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S2AQF7L4","webpage","2017","Unsplash","Photo by Clay Knight on Unsplash","","","","","https://unsplash.com/photos/photo-of-man-on-top-of-mountain-during-daytime-Rdut9-JPQuQ","Had less than 10 minutes to take this when summiting Grand Teton due to incoming weather storms and I wanted to capture the massive change in elevation I’d just traversed and give viewers a sense of scale. I chose to focus on the landscape break versus the sea of continuous mountain top texture facing the other direction while including a human element to bring scale into perspective. – Download this photo by Clay Knight on Unsplash","2017-01-06","2024-11-27 15:48:33","2024-11-27 15:48:33","2024-11-27 15:48:33","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPBZ5ZS4","webpage","2018","Unsplash","Photo by Federico Beccari on Unsplash","","","","","https://unsplash.com/photos/water-fountain-near-concrete-bridge-and-surrounded-of-trees-at-daytime-A_sPH7HgIXY","Green paradise – Download this photo by Federico Beccari on Unsplash","2018-04-16","2024-11-12 17:34:12","2024-11-12 17:34:12","2024-11-12 17:34:12","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRT3QFTJ","webpage","2017","Unsplash","Photo by Dahee Son on Unsplash","","","","","https://unsplash.com/photos/photography-of-house-beside-body-of-water-tV06QVJXVxU","Quaint mountain village over a lake – Download this photo by Dahee Son on Unsplash","2017-02-08","2024-07-03 15:23:30","2024-07-03 15:23:30","2024-07-03 15:23:30","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTW4SLTN","webpage","2017","Unsplash","Photo by Luca Bravo on Unsplash","","","","","https://unsplash.com/photos/sunlight-through-alp-mountain-4yta6mU66dE","Download this photo by Luca Bravo on Unsplash","2017-10-16","2024-11-08 14:18:55","2024-11-08 14:18:55","2024-11-08 14:18:55","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
